isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_categories,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,neutral,optimism,pride,realization,relief,remorse,sadness,surprise
9780345478252,0345478258,No Dominion,Charlie Huston,Fiction,http://books.google.com/books/content?id=UNB7vgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Joe Pitt’s life sucks. He hasn’t had a case or a job in God knows how long and his stashes are running on empty. What stashes? The only ones that count to a guy like Joe: blood and money. The money he uses to buy blood; the blood he drinks. Hey, buddy, it’s that or your neck–you want to choose? The only way to lay his hands on both is to take a gig with the local Vampyre Clan. See, something new is on the streets, a new high, a high so strong it can send a Vampyre spazzing through Joe’s local watering hole. Till Joe sends him through a plate-glass window, that is. So it’s time for Joe to gut up and swallow that pride and follow the leads wherever they go. It won’t be long before he’s slapping stoolies, getting sapped, and being taken for a ride above 110th Street. Someone’s pulling Joe’s strings, and now he’s riding the A train, looking to find who it is. He’s gonna cut them when he finds them–the strings and the hands that hold them.",2006.0,3.99,251.0,4599.0,No Dominion,"9780345478252 Joe Pitt’s life sucks. He hasn’t had a case or a job in God knows how long and his stashes are running on empty. What stashes? The only ones that count to a guy like Joe: blood and money. The money he uses to buy blood; the blood he drinks. Hey, buddy, it’s that or your neck–you want to choose? The only way to lay his hands on both is to take a gig with the local Vampyre Clan. See, something new is on the streets, a new high, a high so strong it can send a Vampyre spazzing through Joe’s local watering hole. Till Joe sends him through a plate-glass window, that is. So it’s time for Joe to gut up and swallow that pride and follow the leads wherever they go. It won’t be long before he’s slapping stoolies, getting sapped, and being taken for a ride above 110th Street. Someone’s pulling Joe’s strings, and now he’s riding the A train, looking to find who it is. He’s gonna cut them when he finds them–the strings and the hands that hold them.",Fiction,0.1698063313961029,0.007198768202215433,0.08267925679683685,0.4416326880455017,0.3761361539363861,0.02385134994983673,0.17709539830684662,0.21286185085773468,0.019937053322792053,0.28638213872909546,0.06643040478229523,0.045650821179151535,0.00955165084451437,0.2352823168039322,0.002566881477832794,0.02343391440808773,0.002704512793570757,0.05080372467637062,0.0015653602313250303,0.0022057730238884687,0.9705203175544739,0.11547768861055374,0.18911318480968475,0.06451650708913803,0.04096049815416336,0.0032323908526450396,0.060673896223306656,0.009494292549788952
9780345479174,0345479173,Trump,Donald Trump,Biography & Autobiography,http://books.google.com/books/content?id=5ENr62-n4cQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,An overview of a week in the entrepreneur's life and opinions on everything from football to New York mayors accompany stories of Trump's best real estate deals and a discussion of the deal maker's art. Reprint.,2005.0,3.65,384.0,11727.0,Trump: The Art of the Deal,9780345479174 An overview of a week in the entrepreneur's life and opinions on everything from football to New York mayors accompany stories of Trump's best real estate deals and a discussion of the deal maker's art. Reprint.,Nonfiction,0.005977071356028318,0.0017668186919763684,0.0023717754520475864,0.006453509442508221,0.043448492884635925,0.0013184243580326438,0.002587299793958664,0.0014959607506170869,0.0013387391809374094,0.005593900103121996,0.009044048376381397,0.0023624664172530174,0.0007454522419720888,0.002616509795188904,0.001764906570315361,0.0017898534424602985,0.0005326822283677757,0.0021910383366048336,0.00132041797041893,0.0003874770482070744,0.9665277004241943,0.0027467275504022837,0.0004898557090200484,0.016748668625950813,0.0005002192920073867,0.00044182600686326623,0.0025356251280754805,0.001024993252940476
9780345479396,0345479394,Ego & Hubris,Harvey Pekar,Biography & Autobiography,http://books.google.com/books/content?id=HniumAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Michael Malice has had an unconventional childhood and, despite his high intelligence, finds himself in a series of dead-end jobs, until he meets the author who gives him the confidence to find a job which utilizes his creative talents.",2006.0,3.65,160.0,376.0,Ego & Hubris: The Michael Malice Story,"9780345479396 Michael Malice has had an unconventional childhood and, despite his high intelligence, finds himself in a series of dead-end jobs, until he meets the author who gives him the confidence to find a job which utilizes his creative talents.",Nonfiction,0.066979318857193,0.001089825644157827,0.001534470939077437,0.010880731977522373,0.07702754437923431,0.00729982927441597,0.002089390531182289,0.000984524260275066,0.0027731945738196373,0.0877949446439743,0.009044048376381397,0.0022783635649830103,0.0038965048734098673,0.001905130920931697,0.002383527345955372,0.005214241333305836,0.003844744060188532,0.0046310871839523315,0.0014010879676789045,0.002562836045399308,0.9549601674079895,0.016146212816238403,0.009429494850337505,0.10536038875579834,0.014095788821578026,0.004968507215380669,0.03709689900279045,0.002000294392928481
9780345479457,0345479459,Inferno,Alex Irvine;Bob Kane,Comics & Graphic Novels,http://books.google.com/books/content?id=Jlaj2VfPofcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As a mad arsonist known as an Enfer scheme terrorizes the inhabitants of Gotham City, a fire at Arkham Asylum is engineered to provide an escape opportunity for its most infamous inmate, the Joker, who comes up with a scheme to launch the ultimate crime wave, disguised as the Caped Crusader himself. Original.",2006.0,3.6,339.0,324.0,Inferno,"9780345479457 As a mad arsonist known as an Enfer scheme terrorizes the inhabitants of Gotham City, a fire at Arkham Asylum is engineered to provide an escape opportunity for its most infamous inmate, the Joker, who comes up with a scheme to launch the ultimate crime wave, disguised as the Caped Crusader himself. Original.",Fiction,0.008056243881583214,0.016830863431096077,0.00856875628232956,0.011956309899687767,0.022920334711670876,0.002456412883475423,0.002089390531182289,0.0014448472065851092,0.006216851063072681,0.005593900103121996,0.009044048376381397,0.0059919459745287895,0.001903207739815116,0.005389739293605089,0.05642550438642502,0.0013705722521990538,0.0013355293776839972,0.005035970360040665,0.0014834138564765453,0.0026273871771991253,0.9609403014183044,0.0073148105293512344,0.0009387427708134055,0.012623842805624008,0.0009066309430636466,0.0005830472800880671,0.007381237577646971,0.003108616918325424
9780345479723,0345479726,Until I Find You,John Irving,Fiction,http://books.google.com/books/content?id=1PPaeSTnb8wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Chronicles the life and times of actor Jack Burns, whose unique bond with his mother, Alice, a Toronto tattoo artist, and their search for his missing father, William, shapes his relationships with women and his Hollywood career.",2006.0,3.63,820.0,22066.0,Until I Find You,"9780345479723 Chronicles the life and times of actor Jack Burns, whose unique bond with his mother, Alice, a Toronto tattoo artist, and their search for his missing father, William, shapes his relationships with women and his Hollywood career.",Fiction,0.040879786014556885,0.003242217004299164,0.001534470939077437,0.006453509442508221,0.09398631751537323,0.0033352866303175688,0.0023645961191505194,0.0010010636178776622,0.0021647154353559017,0.018391653895378113,0.009044048376381397,0.002701417775824666,0.0024910871870815754,0.001994380494579673,0.003374330000951886,0.0018750117160379887,0.005006708204746246,0.0048480345867574215,0.003792842850089073,0.0017831636359915137,0.9549601674079895,0.00532646756619215,0.0036160822492092848,0.14757823944091797,0.004727180115878582,0.0024446991737931967,0.0434688925743103,0.0024582736659795046
9780345480057,0345480058,The Coal Tattoo,Silas House,Fiction,http://books.google.com/books/content?id=fYi4wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Left to raise themselves in a small coal-mining town in Tennessee, Anneth and Easter, two very different sisters--one destined for the glittering world of Nashville, the other a devout Pentecostal--struggle to come to terms with the death of their mother as their long and difficult journey brings them back to their origins and to each other. By the author of Clay's Quilt. Reader's Guide included. Reprint. 30,000 first printing.",2005.0,4.04,368.0,1704.0,The Coal Tattoo: A Novel,"9780345480057 Left to raise themselves in a small coal-mining town in Tennessee, Anneth and Easter, two very different sisters--one destined for the glittering world of Nashville, the other a devout Pentecostal--struggle to come to terms with the death of their mother as their long and difficult journey brings them back to their origins and to each other. By the author of Clay's Quilt. Reader's Guide included. Reprint. 30,000 first printing.",Fiction,0.007577836047858,0.0025910865515470505,0.004106844775378704,0.007273570168763399,0.026250621303915977,0.0036323457024991512,0.0033265799283981323,0.0020691286772489548,0.0022942000068724155,0.05312503129243851,0.009044048376381397,0.0026976808439940214,0.0036829838063567877,0.0068234666250646114,0.0044687301851809025,0.001968852709978819,0.013739354908466339,0.0041900696232914925,0.002017172984778881,0.0037251031026244164,0.9679883122444153,0.002472793683409691,0.0011227262439206243,0.0806138888001442,0.0035656369291245937,0.006849010940641165,0.40501153469085693,0.0029264912009239197
9780345481290,0345481291,Throne of Jade,Naomi Novik,Fiction,http://books.google.com/books/content?id=AGfz_-Y5cYoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"British naval officer Will Laurence's partnership with Temeraire, a rare Chinese imperial dragon, is threatened when Temeraire is summoned to the imperial court by the powerful Chinese emperor, who had intended the dragon to be a gift for Napoleon Bonaparte, not the companion of a lowly English pilot. Original.",2006.0,3.9,398.0,27547.0,Throne of Jade,"9780345481290 British naval officer Will Laurence's partnership with Temeraire, a rare Chinese imperial dragon, is threatened when Temeraire is summoned to the imperial court by the powerful Chinese emperor, who had intended the dragon to be a gift for Napoleon Bonaparte, not the companion of a lowly English pilot. Original.",Fiction,0.008056243881583214,0.0014040759997442365,0.00207169889472425,0.00930133555084467,0.022920334711670876,0.0045351386070251465,0.002089390531182289,0.0010956163750961423,0.002206117380410433,0.023380955681204796,0.009044048376381397,0.0021536280401051044,0.0008915971266105771,0.002334665972739458,0.017542054876685143,0.0013705722521990538,0.0010898998007178307,0.0020621889270842075,0.0014834138564765453,0.0031812116503715515,0.9609403014183044,0.010223524644970894,0.0005119891720823944,0.012671994045376778,0.0011384044773876667,0.0010431846603751183,0.014517565257847309,0.0009079661103896797
9780345481337,034548133X,A Dangerous Man,Charlie Huston,Fiction,http://books.google.com/books/content?id=e_VvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Reluctant hitman Henry Thompson returns to New York City, the scene of his original mishaps, when he takes an assignment as the new bodyguard for rising baseball star Miguel Arenas, a mission that is complicated by a threat against his parents' lives, a threat that forces Henry to make a desperate and final choice. By the author of Caught Stealing and Six Bad Things. Original. 25,000 first printing.",2006.0,4.07,286.0,2681.0,A Dangerous Man,"9780345481337 Reluctant hitman Henry Thompson returns to New York City, the scene of his original mishaps, when he takes an assignment as the new bodyguard for rising baseball star Miguel Arenas, a mission that is complicated by a threat against his parents' lives, a threat that forces Henry to make a desperate and final choice. By the author of Caught Stealing and Six Bad Things. Original. 25,000 first printing.",Fiction,0.008056243881583214,0.0024908988270908594,0.016318660229444504,0.12282218784093857,0.0373249351978302,0.006844393443316221,0.002215893007814884,0.0021258064080029726,0.0037974598817527294,0.06772184371948242,0.02861010655760765,0.14581121504306793,0.014020517468452454,0.006661587860435247,0.054656125605106354,0.002043765503913164,0.002334326272830367,0.003999241162091494,0.0019268060568720102,0.010067906230688095,0.9653980135917664,0.007398657035082579,0.0007312012021429837,0.0255126915872097,0.0021375645883381367,0.001406876021064818,0.04734353348612785,0.0028596448246389627
9780345482402,0345482409,Enchantment,Orson Scott Card,Fiction,http://books.google.com/books/content?id=TfC7wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Follows one man from ninth-century Russia to present-day America as he struggles to rescue a princess and her kingdom, find true love, and overcome the blackest of evil.",2005.0,3.9,422.0,23134.0,Enchantment,"9780345482402 Follows one man from ninth-century Russia to present-day America as he struggles to rescue a princess and her kingdom, find true love, and overcome the blackest of evil.",Fiction,0.00497800949960947,0.0012189449043944478,0.001534470939077437,0.006453509442508221,0.03473423421382904,0.003327109618112445,0.002089390531182289,0.000984524260275066,0.0026742126792669296,0.008150676265358925,0.009044048376381397,0.0023819052148610353,0.0007602434488944709,0.001905130920931697,0.0029273969121277332,0.0013705722521990538,0.0009322313708253205,0.0016943661030381918,0.0015324850101023912,0.0009358092211186886,0.9549601674079895,0.007572197820991278,0.0007930535939522088,0.025154899805784225,0.001004955731332302,0.0009306365391239524,0.008076850324869156,0.0009061787277460098
9780345483171,0345483170,How to Be Lost,Amanda Eyre Ward,Fiction,http://books.google.com/books/content?id=7a14rP6JjnkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The perfect lives of the affluent Winters family--father, mother, and three beautiful daughters--begin to unravel when their five-year-old daughter, Ellie, mysteriously vanishes, but fifteen years later, Caroline, Ellie's older sister, driven by the discovery of a photograph in People magazine, embarks for a search for her long-lost sister. By the author of Sleep Toward Heaven. Reader's Guide included. Reprint. 30,000 first printing.",2005.0,3.54,290.0,6074.0,How to Be Lost,"9780345483171 The perfect lives of the affluent Winters family--father, mother, and three beautiful daughters--begin to unravel when their five-year-old daughter, Ellie, mysteriously vanishes, but fifteen years later, Caroline, Ellie's older sister, driven by the discovery of a photograph in People magazine, embarks for a search for her long-lost sister. By the author of Sleep Toward Heaven. Reader's Guide included. Reprint. 30,000 first printing.",Fiction,0.010819531045854092,0.003624548204243183,0.004106844775378704,0.006924225948750973,0.02418675646185875,0.003384744981303811,0.0035911344457417727,0.0029926765710115433,0.00294308690354228,0.07781071215867996,0.009044048376381397,0.002536790445446968,0.004103824961930513,0.0068234666250646114,0.007197777274996042,0.001968852709978819,0.02745473012328148,0.009674816392362118,0.004071802366524935,0.007229169365018606,0.9679883122444153,0.002660333178937435,0.0014021063689142466,0.10329648852348328,0.005897123366594315,0.0061889770440757275,0.5610206127166748,0.012778379954397678
9780345483195,0345483197,Queen of the Underworld,Gail Godwin,Fiction,http://books.google.com/books/content?id=tj2FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1959, as the first wave of Cuban exiles arrives in the United States, Emma Gant, finally free of her stifling family and bullying stepfather, embarks on a career as a reporter for The Miami Star and begins to thrive in the sultry world of Miami, confronting conflicting loyalties, shady dealings, and personal and professional setbacks as she pursues her goals. Reader's Guide included. Reprint. 30,000 first printing.",2007.0,2.89,368.0,529.0,Queen of the Underworld,"9780345483195 In 1959, as the first wave of Cuban exiles arrives in the United States, Emma Gant, finally free of her stifling family and bullying stepfather, embarks on a career as a reporter for The Miami Star and begins to thrive in the sultry world of Miami, confronting conflicting loyalties, shady dealings, and personal and professional setbacks as she pursues her goals. Reader's Guide included. Reprint. 30,000 first printing.",Fiction,0.00572611577808857,0.0025910865515470505,0.004106844775378704,0.006924225948750973,0.12284667789936066,0.0078722033649683,0.002437445567920804,0.0020691286772489548,0.01127745769917965,0.015950849279761314,0.009044048376381397,0.002472182037308812,0.001367694465443492,0.0068234666250646114,0.004178918432444334,0.001968852709978819,0.0017928675515577197,0.008976787328720093,0.0018563768826425076,0.00414202269166708,0.9679883122444153,0.0197520200163126,0.004450703039765358,0.06360024213790894,0.01070098951458931,0.0018024686723947525,0.018605079501867294,0.0029101462569087744
9780345483898,0345483898,Jarka Ruus,Terry Brooks,Fiction,http://books.google.com/books/content?id=5e9ERsP9g0oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Twenty years after Grianne Ohmsford abandoned her life as the evil Ilse Witch to lead the Druid Council protecting the Four Lands, she disappears, and it is up to her nephew Pen and his comrades to go to her rescue.",2005.0,3.97,416.0,11867.0,Jarka Ruus,"9780345483898 Twenty years after Grianne Ohmsford abandoned her life as the evil Ilse Witch to lead the Druid Council protecting the Four Lands, she disappears, and it is up to her nephew Pen and his comrades to go to her rescue.",Fiction,0.007092230021953583,0.0023014883045107126,0.0019285444868728518,0.007343275472521782,0.022920334711670876,0.005106720607727766,0.0022516350727528334,0.0012370728654786944,0.0038362315390259027,0.06711980700492859,0.009044048376381397,0.004089984577149153,0.005107501056045294,0.001905130920931697,0.012475687079131603,0.004320253152400255,0.02536935918033123,0.004299839027225971,0.0017592794029042125,0.0050484067760407925,0.9549601674079895,0.004574005492031574,0.002033518860116601,0.07730215787887573,0.006105644628405571,0.010595368221402168,0.4554536044597626,0.006097492296248674
9780345484109,034548410X,Armageddon's Children,Terry Brooks,Fiction,http://books.google.com/books/content?id=LesxlGU04XoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In a futuristic world in which civilization is near total collapse, evil forces control the ruins of the former United States, killing and enslaving the survivors, until Logan Tom embarks on a mission to find a child who bears a powerful magic that couldsave the world.",2007.0,4.1,404.0,608.0,Armageddon's Children,"9780345484109 In a futuristic world in which civilization is near total collapse, evil forces control the ruins of the former United States, killing and enslaving the survivors, until Logan Tom embarks on a mission to find a child who bears a powerful magic that couldsave the world.",Fiction,0.00497800949960947,0.001089825644157827,0.004710534121841192,0.012491346336901188,0.023514971137046814,0.005156004801392555,0.002089390531182289,0.0021726430859416723,0.03950949385762215,0.020997924730181694,0.009044048376381397,0.005397932603955269,0.0010917600011453032,0.0024234934244304895,0.06906452029943466,0.0013705722521990538,0.0029248984064906836,0.0016943661030381918,0.0009277769131585956,0.006102754734456539,0.9549601674079895,0.02797846496105194,0.0007791462703607976,0.02617841213941574,0.001147306989878416,0.0007907769177109003,0.046495381742715836,0.0036135176196694374
9780345484291,0345484290,Tsubasa 9 Reservoir Chronicle,CLAMP (Mangaka group),,,"Sakura, the princess of Clow, has a strange power that could change the world, and lives in an alternate-reality world with her childhood friend Syaoran, with whom she begins a series of journeys to other worlds.",2004.0,4.28,184.0,3005.0,Tsubasa 9 Reservoir Chronicle: In the Gods' Hands,"9780345484291 Sakura, the princess of Clow, has a strange power that could change the world, and lives in an alternate-reality world with her childhood friend Syaoran, with whom she begins a series of journeys to other worlds.",Fiction,0.12317842990159988,0.001089825644157827,0.001534470939077437,0.006453509442508221,0.14879488945007324,0.002036228310316801,0.002089390531182289,0.002836591796949506,0.004690013825893402,0.005593900103121996,0.009044048376381397,0.0014689203817397356,0.0006433890666812658,0.028221040964126587,0.0026171670760959387,0.001830338267609477,0.00047033210285007954,0.005623928736895323,0.001366846146993339,0.0007856528391130269,0.9549601674079895,0.030834905803203583,0.003646083641797304,0.028112001717090607,0.0017095657531172037,0.0004028234106954187,0.002301156288012862,0.009630412794649601
9780345485250,0345485254,Thirteen,Richard K. Morgan,Fiction,http://books.google.com/books/content?id=ErERmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The subject of a failed government experiment to produce a more deadly military warrior, Carl Marsalis is a hit man who has lost his taste for killing, but when he is arrested in Miami, government officials come up with a plan to use his talents to achieve their own ends. 30,000 first printing.",2007.0,3.89,544.0,7778.0,Thirteen,"9780345485250 The subject of a failed government experiment to produce a more deadly military warrior, Carl Marsalis is a hit man who has lost his taste for killing, but when he is arrested in Miami, government officials come up with a plan to use his talents to achieve their own ends. 30,000 first printing.",Fiction,0.00497800949960947,0.0025910865515470505,0.004106844775378704,0.012180682271718979,0.03251350671052933,0.0017252842662855983,0.0021110535599291325,0.0020691286772489548,0.0022627918515354395,0.022441232576966286,0.009044048376381397,0.003465848509222269,0.0015963816549628973,0.0068234666250646114,0.0027371998876333237,0.001968852709978819,0.0012681011576205492,0.0041900696232914925,0.0018563768826425076,0.0009046949562616646,0.9645154476165771,0.0036304404493421316,0.000742398900911212,0.04185355082154274,0.0013392058899626136,0.001023644465021789,0.017533598467707634,0.0029101462569087744
9780345485281,0345485289,"Tsubasa, 11",CLAMP (Mangaka group),Amnesia,,"Sakura, the princess of Clow, has a strange power that could change the world, and lives in an alternate-reality world with her childhood friend Syaoran, with whom she begins a series of journeys to other worlds.",2004.0,4.28,183.0,2674.0,"Tsubasa, 11: Reservoir Chronicle (YA)","9780345485281 Sakura, the princess of Clow, has a strange power that could change the world, and lives in an alternate-reality world with her childhood friend Syaoran, with whom she begins a series of journeys to other worlds.",Fiction,0.12317842990159988,0.001089825644157827,0.001534470939077437,0.006453509442508221,0.14879488945007324,0.002036228310316801,0.002089390531182289,0.002836591796949506,0.004690013825893402,0.005593900103121996,0.009044048376381397,0.0014689203817397356,0.0006433890666812658,0.028221040964126587,0.0026171670760959387,0.001830338267609477,0.00047033210285007954,0.005623928736895323,0.001366846146993339,0.0007856528391130269,0.9549601674079895,0.030834905803203583,0.003646083641797304,0.028112001717090607,0.0017095657531172037,0.0004028234106954187,0.002301156288012862,0.009630412794649601
9780345485328,0345485327,Tsubasa 12 Reservoir Chronicle,CLAMP (Mangaka group),Graphic novels,,"Sakura, the princess of Clow, has a strange power that could change the world, and lives in an alternate-reality world with her childhood friend Syaoran, with whom she begins a series of journeys to other worlds.",2004.0,4.31,184.0,2647.0,Tsubasa 12 Reservoir Chronicle: Dragonfly Battle,"9780345485328 Sakura, the princess of Clow, has a strange power that could change the world, and lives in an alternate-reality world with her childhood friend Syaoran, with whom she begins a series of journeys to other worlds.",Fiction,0.12317842990159988,0.001089825644157827,0.001534470939077437,0.006453509442508221,0.14879488945007324,0.002036228310316801,0.002089390531182289,0.002836591796949506,0.004690013825893402,0.005593900103121996,0.009044048376381397,0.0014689203817397356,0.0006433890666812658,0.028221040964126587,0.0026171670760959387,0.001830338267609477,0.00047033210285007954,0.005623928736895323,0.001366846146993339,0.0007856528391130269,0.9549601674079895,0.030834905803203583,0.003646083641797304,0.028112001717090607,0.0017095657531172037,0.0004028234106954187,0.002301156288012862,0.009630412794649601
9780345486479,0345486471,Candy Licker,Noire,Fiction,http://books.google.com/books/content?id=w-6ODQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Candy Raye Montana gets more than she had bargained for when she signs up with the House of Homicide, the hottest recording label on the east coast, and its CEO ""Hurricane"" Jackson, a man as talented as he is cruel, who gives her a painful lesson in the price of success. By the author of G-Spot. Original. 50,000 first printing.",2005.0,4.39,304.0,2527.0,Candy Licker: An Urban Erotic Tale,"9780345486479 Candy Raye Montana gets more than she had bargained for when she signs up with the House of Homicide, the hottest recording label on the east coast, and its CEO ""Hurricane"" Jackson, a man as talented as he is cruel, who gives her a painful lesson in the price of success. By the author of G-Spot. Original. 50,000 first printing.",Fiction,0.011541665531694889,0.0025394291151314974,0.006716595031321049,0.04091334342956543,0.03643195703625679,0.004116314463317394,0.002444286597892642,0.002245441311970353,0.0025465786457061768,0.09082034230232239,0.009044048376381397,0.005756061989814043,0.0024666942190378904,0.008829250931739807,0.003029904095456004,0.002200627001002431,0.0036281095817685127,0.005159412976354361,0.002068644156679511,0.0010011937702074647,0.9665038585662842,0.0036071143113076687,0.0014026619028300047,0.03624722734093666,0.001752297393977642,0.002135421382263303,0.08913769572973251,0.0033690822310745716
9780345486585,0345486587,Drop Dead Gorgeous,Linda Howard,Fiction,http://books.google.com/books/content?id=tLqFnO5SsEIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After narrowly escaping two attempts on her life, Blair Mallory launches a personal campaign to discover her attacker's identity without the support of her fiancâe, police detective Wyatt Bloodsworth.",2006.0,3.93,347.0,7100.0,Drop Dead Gorgeous: A Novel,"9780345486585 After narrowly escaping two attempts on her life, Blair Mallory launches a personal campaign to discover her attacker's identity without the support of her fiancâe, police detective Wyatt Bloodsworth.",Fiction,0.00497800949960947,0.001563618890941143,0.0025379005819559097,0.006453509442508221,0.022920334711670876,0.0035763937048614025,0.002089390531182289,0.0010173460468649864,0.003515331307426095,0.009642896242439747,0.009044048376381397,0.0035236042458564043,0.0014984323643147945,0.001905130920931697,0.011620182543992996,0.0016767819179221988,0.002881043590605259,0.00228151329793036,0.0012501237215474248,0.002186776604503393,0.9549601674079895,0.0044876579195261,0.0007888810359872878,0.01993579789996147,0.0015750913880765438,0.0018348710145801306,0.032789383083581924,0.001551013090647757
9780345487032,0345487036,The Devil's Labyrinth,John Saul,Fiction,http://books.google.com/books/content?id=T22MvgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""New York Times"" bestselling author Saul is at his diabolical best in this thrilling new novel of an exorcist who has learned how to reverse the mysterious art--to summon evil instead of driving it out.",2007.0,3.46,352.0,2383.0,The Devil's Labyrinth: A Novel,"9780345487032 ""New York Times"" bestselling author Saul is at his diabolical best in this thrilling new novel of an exorcist who has learned how to reverse the mysterious art--to summon evil instead of driving it out.",Fiction,0.7186810374259949,0.0025078384205698967,0.001557259587571025,0.006453509442508221,0.12063463032245636,0.0008596854167990386,0.002089390531182289,0.0021941117011010647,0.001674501458182931,0.005593900103121996,0.009044048376381397,0.002404452534392476,0.0006820877315476537,0.04026695713400841,0.006008366588503122,0.0013705722521990538,0.0005063841235823929,0.005665863864123821,0.0016899131005629897,0.0006515941931866109,0.9549601674079895,0.006321723107248545,0.00781892891973257,0.016193099319934845,0.0011095068184658885,0.0004028234106954187,0.002301156288012862,0.011626120656728745
9780345487421,0345487427,Feel the Fear-- and Do it Anyway,Susan J. Jeffers,Psychology,http://books.google.com/books/content?id=o2WbcxBt8IEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A psychotherapist shows how to identify the fears that are inhibiting one's life, ranging from public speaking and intimacy to aging and rejection, and how to transform frustration and helplessness into power to create success in every aspect of life, in a twentieth anniversary edition of the best-selling guide. Reissue. 50,000 first printing.",2007.0,4.03,217.0,474.0,Feel the Fear-- and Do it Anyway,"9780345487421 A psychotherapist shows how to identify the fears that are inhibiting one's life, ranging from public speaking and intimacy to aging and rejection, and how to transform frustration and helplessness into power to create success in every aspect of life, in a twentieth anniversary edition of the best-selling guide. Reissue. 50,000 first printing.",Nonfiction,0.009908528067171574,0.0025394291151314974,0.004465464502573013,0.006923668552190065,0.2155732810497284,0.02595202811062336,0.0029697262216359377,0.002245441311970353,0.0025465786457061768,0.005593900103121996,0.009044048376381397,0.0025124908424913883,0.0016377298161387444,0.008829250931739807,0.02846411243081093,0.002200627001002431,0.0012264117831364274,0.0053503746166825294,0.0023638380225747824,0.013206642121076584,0.9660080075263977,0.020916691049933434,0.004363535903394222,0.1256701499223709,0.011425154283642769,0.0011131337378174067,0.005006031133234501,0.0033690822310745716
9780345487629,0345487621,The Devilish Pleasures of a Duke,Jillian Hunter,Fiction,http://books.google.com/books/content?id=R_GG7dMrjLwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Rescuing Emma Boscastle, an instructor at her London academy for young ladies, from the unwanted attentions of a scoundrel during a wedding she had organized, injured rogue Adrian Ruxley finds himself recuperating under Emma's roof and tempting the proper young lady into a seductive display of impropriety. Original.",2007.0,3.98,345.0,933.0,The Devilish Pleasures of a Duke,"9780345487629 Rescuing Emma Boscastle, an instructor at her London academy for young ladies, from the unwanted attentions of a scoundrel during a wedding she had organized, injured rogue Adrian Ruxley finds himself recuperating under Emma's roof and tempting the proper young lady into a seductive display of impropriety. Original.",Fiction,0.008056243881583214,0.003017095848917961,0.0037669988814741373,0.01203451119363308,0.022920334711670876,0.004284760449081659,0.002089390531182289,0.0010956163750961423,0.003717840416356921,0.008447100408375263,0.009044048376381397,0.005410757847130299,0.0018116883002221584,0.002334665972739458,0.0023423233069479465,0.0013705722521990538,0.0010768905049189925,0.0027943579480051994,0.0037297899834811687,0.0006349773029796779,0.9609403014183044,0.0038402013015002012,0.0006855318788439035,0.008665140718221664,0.0008633905672468245,0.0015829220646992326,0.006940928753465414,0.0009079661103896797
